table_id,content_category,raw_item,canonical_item,count
1-17,애니메이션,(중복) 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,6
1-17,애니메이션,스토리가 짜임새 있고 탄단해서,스토리가 짜임새 있고 단단해서,6
1-17,애니메이션,캐릭터 생김세디자인이 마음에 들어서,캐릭터 생김새디자인이 마음에 들어서,6
1-17,애니메이션,영상매그림체 색채 그픽 등가 좋아서,영상매그림체  색채 그래픽 등가 좋아서,4
1-17,애니메이션,복 교육용으로 활용할 수 있는 내용이 풍부해서,교육용으로 활용할 수 있는 내용이 풍부해서,4
1-17,애니메이션,한국 생활문회지 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,4
1-17,애니메이션,스토리가 짜임새 잇고 단탄단해서,스토리가 짜임새 있고 단단해서,4
1-17,애니메이션,위 다양한 소재 또는 장르름 다퀴서,다양한 소재 또는 장르름 다리서,4
1-17,애니메이션,흙 한국 생활문회지 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,3
1-17,애니메이션,순 다양한 소재 또는 장르름 다퀴서,다양한 소재 또는 장르름 다리서,3
1-17,애니메이션,순위 한국 생활문회름 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,3
1-17,애니메이션,캐릭터 생감새디지인이 마음에 들어서,캐릭터 생김새디자인이 마음에 들어서,3
1-17,애니메이션,온라인모바일 플품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,3
1-17,애니메이션,캐릭터의 성계억할이 마음에 들어서,캐릭터의 성격역할이 마음에 들어서,2
1-17,애니메이션,수 다양한 소재 또는 장르름 다리서,다양한 소재 또는 장르름 다리서,2
1-17,애니메이션,흙 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,애니메이션,복 자국나의 문화 코드와 잘 맞아서,자국나의 문화 코드와 잘 맞아서,2
1-17,애니메이션,위 자국나의 문화 코드와 잘 맞아서,자국나의 문화 코드와 잘 맞아서,2
1-17,애니메이션,온라인모바일 플라품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,애니메이션,흙 교육용으로 활용할 수 잇는 내용이 풍부해서,교육용으로 활용할 수 있는 내용이 풍부해서,2
1-17,애니메이션,스토리가 짜임새 있고 단단해서 자국나의 문화 코드와 잘 맞아서,자국나의 문화 코드와 잘 맞아서,2
1-17,애니메이션,순 스토리가 짜임새 있고 단단해서,스토리가 짜임새 있고 단단해서,2
1-17,애니메이션,다양한  소재 또는 장르름 다퀴서,다양한 소재 또는 장르름 다리서,2
1-17,애니메이션,출 한국 생활문회름 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,애니메이션,둘 교육용으로 활용할 수 있는 내용이 풍부해서,교육용으로 활용할 수 있는 내용이 풍부해서,2
1-17,애니메이션,스토리가 찌임새 있고 탄단해서,스토리가 짜임새 있고 단단해서,2
1-17,애니메이션,흙 온라인모바일 플품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,애니메이션,자고료나의 문화 코드와 잘 맞아서,자국나의 문화 코드와 잘 맞아서,2
1-17,애니메이션,자고나의 문화 코드와 잘 맞아서,자국나의 문화 코드와 잘 맞아서,2
1-17,애니메이션,자취나의 문화 코드와 잘 맞아서,자국나의 문화 코드와 잘 맞아서,2
1-17,애니메이션,캐릭터의 성계없할이 마음에 들어서,캐릭터의 성격역할이 마음에 들어서,2
1-17,애니메이션,슈 현국인 물렉h-경언하U}아 버다쉬 한국 생활문회틀 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,애니메이션,온라인모바일 플햇품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,애니메이션,캐릭터의 성격없할이 마음에 들어서,캐릭터의 성격역할이 마음에 들어서,2
1-17,애니메이션,둘 폭력적이거나 선정적인 내용이 적어서,폭력적이거나 선정적인 내용이 적어서,2
1-17,애니메이션,순 온라인모바일 플햇품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,애니메이션,영상그림체  색채 그픽 등가 좋아서,영상매그림체  색채 그래픽 등가 좋아서,2
1-17,애니메이션,수 캐릭터 생김새디자인이 마음에 들어서,캐릭터 생김새디자인이 마음에 들어서,2
1-17,애니메이션,흙 폭력적이거나 선정적인 내용이 적어서,폭력적이거나 선정적인 내용이 적어서,2
1-17,애니메이션,복 교육용으로 활용할 수 윗는 내용이 풍부해서,교육용으로 활용할 수 있는 내용이 풍부해서,2
1-17,애니메이션,위 교육용으로 활용할 수 있는 내용이 풍부해서,교육용으로 활용할 수 있는 내용이 풍부해서,2
1-17,애니메이션,다양한 소재 또는 장르름 다팅서,다양한 소재 또는 장르름 다리서,2
1-17,애니메이션,캐릭터 생감세디지인이 마음에 들어서,캐릭터 생김새디자인이 마음에 들어서,2
1-17,애니메이션,흙 스토리가 짜임새 있고 단단해서 한국 생활문회틀 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,애니메이션,# 온라인모바일 플품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,애니메이션,순 교육용으로 활용할 수 있는 내용이 풍부해서,교육용으로 활용할 수 있는 내용이 풍부해서,2
1-17,애니메이션,순 폭력적이거나 선정적인 내용이 적어서,폭력적이거나 선정적인 내용이 적어서,2
1-17,애니메이션,교육용으로 활용할 수 잎는 내용이 풍부해서,교육용으로 활용할 수 있는 내용이 풍부해서,2
1-17,애니메이션,캐릭터 생김새 디자인이 마음에 들어서,캐릭터 생김새디자인이 마음에 들어서,1
1-17,애니메이션,다양한 소재 또는 장르름 다퀴서,다양한 소재 또는 장르름 다리서,1
1-17,애니메이션,온라인모바일 플쨌품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,1
1-17,애니메이션,출 교육용으로 활용할 수 잇는 내용이 풍부해서,교육용으로 활용할 수 있는 내용이 풍부해서,1
1-17,애니메이션,교육용으로 활용할 수 잇는 내용이 풍부해서 한국 생활문회틀 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,1
1-17,애니메이션,둘 한국 생활문회름 간접 경험하거나 이해활 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,1
1-17,애니메이션,캐릭터 생김새디지인이 마음에 들어서,캐릭터 생김새디자인이 마음에 들어서,1
1-17,애니메이션,한국 생활문회지 간접 경험하거나 이해할 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,1
1-17,애니메이션,한국 생활문화름 간접 경험하거나 이해활 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,1
1-17,애니메이션,슈 교육용으로 활용할 수 있는 내용이 풍부해서,교육용으로 활용할 수 있는 내용이 풍부해서,1
1-17,애니메이션,위 스토리가 짜임새 있고 단단해서,스토리가 짜임새 있고 단단해서,1
1-17,영화,영상매연출력 등 작품성이 좋아서,영상미 연출력 등 작품성이 좋아서,17
1-17,영화,기타,화 기타,14
1-17,영화,불평등양극화 등 사회 문제름 현실적으로 표현해서,불평등양국화 등 사회 문제름 현실적으로 표현해서,14
1-17,영화,스토리가 짜임새 잇고 탄단해서,스토리가 짜임새 있고 단단해서,12
1-17,영화,위 국제 영화제 수상으로 관심이 생겨서,국제 영화제 수상으로 관심이 생겨서,8
1-17,영화,관심있는  감독작가의 작품이라서,관심있는 감독작가의 작품이라서,8
1-17,영화,한국 생활문회지 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,8
1-17,영화,온라인모바일 플햇품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,8
1-17,영화,순 표현 방식이 사실적이어서,표현 방식이 사실적이어서,7
1-17,영화,복 국제 영화제 수상으로 관심이 생겨서,국제 영화제 수상으로 관심이 생겨서,6
1-17,영화,화 스토리가 짜임새 있고 단단해서,스토리가 짜임새 있고 단단해서,6
1-17,영화,영상미연출력 등 작품성이 좋아서,영상미 연출력 등 작품성이 좋아서,6
1-17,영화,다양한  소재 또는 장르름 다리서,다양한 소재 또는 장르름 다리서,6
1-17,영화,한국어에 대한 관심 및 학습 수요가 증기해서,한국어에 대한 관심 및 학습 수요가 증가해서,6
1-17,영화,스토리가 짜임새 잇고 단단해서,스토리가 짜임새 있고 단단해서,5
1-17,영화,스토리가 찌임새 있고 탄단해서,스토리가 짜임새 있고 단단해서,5
1-17,영화,순 배우의 외모가 매력적이어서,배우의 외모가 매력적이어서,5
1-17,영화,온라인모바일 플렉패올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,4
1-17,영화,패션분티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,4
1-17,영화,흙 관심있는  감독작가의 작품이라서,관심있는 감독작가의 작품이라서,4
1-17,영화,흙 패센부티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,4
1-17,영화,복 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,4
1-17,영화,흙 불평등양극화 등 사회 문제름 현실적으로 표현해서,불평등양국화 등 사회 문제름 현실적으로 표현해서,4
1-17,영화,순 패센부티 등 한국 최신 트럭드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,4
1-17,영화,복 온리인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,4
1-17,영화,패센볶티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,4
1-17,영화,순 선호하는 배우가 출연해서,선호하는 배우가 출연해서,4
1-17,영화,흙 국제 영화제 수상으로 관심이 생겨서,국제 영화제 수상으로 관심이 생겨서,4
1-17,영화,복 선호하는 배우가 출연해서,선호하는 배우가 출연해서,4
1-17,영화,패센분티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,3
1-17,영화,출 불평등양극화 등 사회 문제름 현실적으로 표현해서,불평등양국화 등 사회 문제름 현실적으로 표현해서,3
1-17,영화,흙 온라인모바일 플랍품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,3
1-17,영화,한국 생활문화지 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,3
1-17,영화,위 배우의 연기력이 뛰어나서,배우의 연기력이 뛰어나서,3
1-17,영화,수 선호하는 배우가 출연해서,선호하는 배우가 출연해서,2
1-17,영화,영 관심되는 감독작가의 작품이라서,관심있는 감독작가의 작품이라서,2
1-17,영화,순 다양한 소재 또는 장르름 다리서,다양한 소재 또는 장르름 다리서,2
1-17,영화,흙 관심되는 감독작가의 작품이라서,관심있는 감독작가의 작품이라서,2
1-17,영화,복 불평등양국화 등 사회 문제들 현실적으로 표현해서,불평등양국화 등 사회 문제름 현실적으로 표현해서,2
1-17,영화,패센분티 등 한국 최신 트럭드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,영화,영 기타,화 기타,2
1-17,영화,한국 생활문회름 간접 경험하거나 이해활 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,영화,복 패션뷰티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,영화,영 관심있는 감독작가의 작품이라서,관심있는 감독작가의 작품이라서,2
1-17,영화,온라인모바일 플랍품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,영화,영 관심있는  감독작가의 작품이라서,관심있는 감독작가의 작품이라서,2
1-17,영화,위 패센뷰티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,영화,복 표현 방식이 사실적이어서,표현 방식이 사실적이어서,2
1-17,영화,화 다양한 소재 또는 장르름 다리서,다양한 소재 또는 장르름 다리서,2
1-17,영화,수 표현 방식이 사실적이어서,표현 방식이 사실적이어서,2
1-17,영화,흙 선호하는 배우가 출연해서,선호하는 배우가 출연해서,2
1-17,영화,슈 표현 방식이 사실적이어서,표현 방식이 사실적이어서,2
1-17,영화,패션부티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
